paragraph_id,text,article_title,article_url,source_portal,publish_date,aceh_confidence,word_count,query_used,collector,topic,topic_score,topic_method,sentiment,sentiment_pos_count,sentiment_neg_count,sentiment_method,labeling_notes
200,"Menurut Muammar, perkembangan startup di Aceh belum signifikan karena terkendala berbagai hal. Melalui ADICT, para peserta akan mendapatkan pendampingan untuk mengatasi kendala-kendala tersebut.",AMANAH dan Markas Aceh Kembangkan 12 Startup Lokal,https://www.kanalinspirasi.com/news/amanah-dan-markas-aceh-kembangkan-12-startup-lokal/index.html,kanalinspirasi.com,2024-07-20,high,23,startup Aceh,Aulia,,0.0,needs_review,neutral,1,1,auto,
206,"Pada kesempatan itu, ia mewakili startup bernama e-tikbroh.yak yang fokus pada pengelolaan sampah melalui sistem digital. Mereka berharap kegiatan ADICT yang diinisiasi AMANAH bisa menambah motivasi generasi muda dalam mengembangkan startup ke depannya.",AMANAH dan Markas Aceh Kembangkan 12 Startup Lokal,https://www.kanalinspirasi.com/news/amanah-dan-markas-aceh-kembangkan-12-startup-lokal/index.html,kanalinspirasi.com,2024-07-20,medium,33,startup Aceh,Aulia,,2.0,needs_review,neutral,0,0,auto,
259,"Karenanya, ketika ada kesempatan kompetisi yang diadakan Belmawa Dikti Kemendikbud dan Kemenpora, UTU mengirimkan banyak proposal bidang kewirausahaan. Hal tersebut merupakan menjadi acuan bahwa semangat kewirausahaan mahasiswa di UTU sangat tinggi.",Telkom Ciptakan Kesetaraan Akses Startup Digital,https://www.cnbcindonesia.com/tech/20230517181431-37-438290/telkom-ciptakan-kesetaraan-akses-startup-digital,cnbcindonesia.com,2023-05-17,low,31,startup Aceh,Aulia,,2.0,needs_review,neutral,0,0,auto,
261,"""Ini menjadi tantangan bersama karena sebenarnya kan startup itu tak ada batasan jarak dan waktu. Semuanya bisa maju berkembang menyediakan layanannya kepada seluruh dunia tanpa melihat lokasinya dari mana,"" sambungnya.",Telkom Ciptakan Kesetaraan Akses Startup Digital,https://www.cnbcindonesia.com/tech/20230517181431-37-438290/telkom-ciptakan-kesetaraan-akses-startup-digital,cnbcindonesia.com,2023-05-17,low,30,startup Aceh,Aulia,,2.0,needs_review,neutral,1,1,auto,
262,"Dia mengapresiasi salah satu upaya PT. Telkom untuk mengajak masyarakat Aceh dengan sokongannya pada program terkait startup seperti IndigoSpace Aceh. Ini dinilainya mampu membuka mata generasi muda atas peluang hadirnya startup baru dari Aceh yang dapat mendunia, dan sejauh ini telah ada 7 startup dari Tanah Rencong tersebut.",Telkom Ciptakan Kesetaraan Akses Startup Digital,https://www.cnbcindonesia.com/tech/20230517181431-37-438290/telkom-ciptakan-kesetaraan-akses-startup-digital,cnbcindonesia.com,2023-05-17,high,48,startup Aceh,Aulia,,1.0,needs_review,neutral,1,0,auto,
266,"Padahal, riset dari Deloitte menunjukkan, praktik inklusi dalam bisnis memiliki dampak langsung terhadap performa perusahaan. Perusahaan yang menduduki peringkat tertinggi pada ranah praktik inklusi bisnis memiliki arus kas 2,3 kali lebih tinggi dan 1,8 kali lebih cepat beradaptasi terhadap perubahan.",Telkom Ciptakan Kesetaraan Akses Startup Digital,https://www.cnbcindonesia.com/tech/20230517181431-37-438290/telkom-ciptakan-kesetaraan-akses-startup-digital,cnbcindonesia.com,2023-05-17,low,40,startup Aceh,Aulia,,1.0,needs_review,neutral,0,0,auto,
267,Studi Deloitte di Australia menyebut kegiatan inklusi bisnis secara keseluruhan diperkirakan mampu menambah PDB negara sebesar US$5miliar (sekitar Rp78 triliun) setiap tahunnya.,Telkom Ciptakan Kesetaraan Akses Startup Digital,https://www.cnbcindonesia.com/tech/20230517181431-37-438290/telkom-ciptakan-kesetaraan-akses-startup-digital,cnbcindonesia.com,2023-05-17,low,22,startup Aceh,Aulia,,2.0,needs_review,neutral,0,0,auto,
324,CEO Telkomsel Ventures Mia Melinda memberikan apresiasi terhadap capaian para peserta.,Telkomsel Ventures Sukses Gelar Demo Day TINC Batch X,https://www.tek.id/future/telkomsel-ventures-sukses-gelar-demo-day-tinc-batch-x-b2nwb9tME,tek.id,"Sat, 25 Oct 2025 07:00:00 GMT",low,11,startup Aceh,Aulia,,2.0,needs_review,neutral,0,0,auto,
325,"Setiap startup menunjukkan dedikasi luar biasa dalam menghadirkan solusi yang tidak hanya inovatif, tetapi juga relevan dengan kebutuhan pasar. Melalui TINC, kami ingin membangun ruang kolaborasi antara korporasi dan startup agar dapat menghadirkan solusi digital yang bermanfaat bagi Indonesia, ujarnya.",Telkomsel Ventures Sukses Gelar Demo Day TINC Batch X,https://www.tek.id/future/telkomsel-ventures-sukses-gelar-demo-day-tinc-batch-x-b2nwb9tME,tek.id,"Sat, 25 Oct 2025 07:00:00 GMT",low,40,startup Aceh,Aulia,,2.0,needs_review,positive,2,0,auto,
326,Startup yang lolos ke tahap akhir merupakan hasil seleksi ketat dari 12 peserta sebelumnya. Mereka menghadirkan inovasi lintas sektor:,Telkomsel Ventures Sukses Gelar Demo Day TINC Batch X,https://www.tek.id/future/telkomsel-ventures-sukses-gelar-demo-day-tinc-batch-x-b2nwb9tME,tek.id,"Sat, 25 Oct 2025 07:00:00 GMT",low,19,startup Aceh,Aulia,,1.0,needs_review,neutral,1,0,auto,
328,"Selain itu, AppWorks turut menghadirkan enam startup potensial dari Asia Tenggara, di antaranya Gapai, Farmio, Momofin, Trainge, Tokban, dan Alpha Story, yang siap memperluas pasar di Indonesia.",Telkomsel Ventures Sukses Gelar Demo Day TINC Batch X,https://www.tek.id/future/telkomsel-ventures-sukses-gelar-demo-day-tinc-batch-x-b2nwb9tME,tek.id,"Sat, 25 Oct 2025 07:00:00 GMT",low,27,startup Aceh,Aulia,,2.0,needs_review,positive,2,0,auto,
329,Partner AppWorks Jamie Lin menekankan pentingnya sinergi lintas sektor dalam mempercepat inovasi regional.,Telkomsel Ventures Sukses Gelar Demo Day TINC Batch X,https://www.tek.id/future/telkomsel-ventures-sukses-gelar-demo-day-tinc-batch-x-b2nwb9tME,tek.id,"Sat, 25 Oct 2025 07:00:00 GMT",low,13,startup Aceh,Aulia,,1.0,needs_review,neutral,1,0,auto,
331,Demo Day TINC Batch X juga menghadirkan bukti konkret dari kolaborasi strategis antara Telkomsel dan mitra bisnis.,Telkomsel Ventures Sukses Gelar Demo Day TINC Batch X,https://www.tek.id/future/telkomsel-ventures-sukses-gelar-demo-day-tinc-batch-x-b2nwb9tME,tek.id,"Sat, 25 Oct 2025 07:00:00 GMT",low,17,startup Aceh,Aulia,,2.0,needs_review,positive,2,0,auto,
332,"Salah satunya adalah penandatanganan Nota Kesepakatan antara Telkomsel Enterprise dan SiCepat Ekspres untuk menghadirkan Paket Telkomsel Khusus Kurir SiCepat, yang mendukung produktivitas pekerja logistik melalui solusi digital.",Telkomsel Ventures Sukses Gelar Demo Day TINC Batch X,https://www.tek.id/future/telkomsel-ventures-sukses-gelar-demo-day-tinc-batch-x-b2nwb9tME,tek.id,"Sat, 25 Oct 2025 07:00:00 GMT",low,27,startup Aceh,Aulia,,2.0,needs_review,neutral,1,0,auto,
364,"Pasalnya, apabila perusahaan rintisan (startup) daerah, terlebih usaha dari kalangan para generasi penerus bangsa itu memperoleh dukungan yang memadai berupa wadah dan fasilitas yang lengkap melalui AMANAH, maka bukan tidak mungkin akan mewujudkan pergerakan roda perekonomian wilayah berjuluk Negeri Rencong itu.",BIN Inisiasi AMANAH dengan Fasilitas Lengkap untuk Kembangkan Startup Daerah,https://minews.id/news/bin-inisiasi-amanah-dengan-fasilitas-lengkap-untuk-kembangkan-startup-daerah,minews.id,2024-07-27,low,41,startup Aceh,Aulia,,2.0,needs_review,neutral,1,0,auto,
366,"Seluruh fasilitas lengkap yang terdapat dalam AMANAH tersebut, semata-mata merupakan komitmen kuat dari Pemerintah Republik Indonesia (RI) melalui inisiasi lembaga pimpinan Jenderal Polisi (Purn) Prof. Dr. Budi Gunawan demi memajukan kemandirian para pemuda Aceh.",BIN Inisiasi AMANAH dengan Fasilitas Lengkap untuk Kembangkan Startup Daerah,https://minews.id/news/bin-inisiasi-amanah-dengan-fasilitas-lengkap-untuk-kembangkan-startup-daerah,minews.id,2024-07-27,high,34,startup Aceh,Aulia,,2.0,needs_review,neutral,0,0,auto,
370,"Gedung tersebut berdiri dengan sangat megah di atas tanah seluas 5 hektare dengan bangunan seluas 1,9 hektare. Keberadaan AMANAH bukan hanya sekedar menjadi bangunan fisik semata, melainkan mampu menjadi wadah bagi para anak muda Aceh untuk terus mengembangkan potensi dan kreativitas mereka.",BIN Inisiasi AMANAH dengan Fasilitas Lengkap untuk Kembangkan Startup Daerah,https://minews.id/news/bin-inisiasi-amanah-dengan-fasilitas-lengkap-untuk-kembangkan-startup-daerah,minews.id,2024-07-27,high,42,startup Aceh,Aulia,,2.0,needs_review,neutral,1,0,auto,
374,"Upaya pengembangan startup daerah tersebut, terwujud dalam kegiatan bertajuk Aceh Digital Innovation and Creativity Techfest (ADICT) sebagai wadah untuk menyalurkan dan lebih mengasah lagi bagaimana ide serta potensi perusahaan rintisan di Negeri Rencong yang sebenarnya sangat luar biasa dan ke depannya akan semakin berkembang ekosistemnya berkat AMANAH.",BIN Inisiasi AMANAH dengan Fasilitas Lengkap untuk Kembangkan Startup Daerah,https://minews.id/news/bin-inisiasi-amanah-dengan-fasilitas-lengkap-untuk-kembangkan-startup-daerah,minews.id,2024-07-27,high,47,startup Aceh,Aulia,,2.0,needs_review,positive,3,0,auto,
376,"Salah satu mentor dalam kegiatan ADICT, Muammar Khadafi menilai bahwa meski memiliki potensi yang sangat luar biasa, namun selama ini perkembangan startup di Aceh mengalami hambatan dan kendala.",BIN Inisiasi AMANAH dengan Fasilitas Lengkap untuk Kembangkan Startup Daerah,https://minews.id/news/bin-inisiasi-amanah-dengan-fasilitas-lengkap-untuk-kembangkan-startup-daerah,minews.id,2024-07-27,high,28,startup Aceh,Aulia,,2.0,needs_review,neutral,2,2,auto,
377,"Justru itu, kehadiran AMANAH kemudian berupaya untuk mencarikan solusi konkret kepada para pemuda pelaku startup agar mereka bisa menghadapi berbagai kendala tersebut, alhasil perkembangan perusahaan rintisan di sana akan semakin signifikan terjadi.",BIN Inisiasi AMANAH dengan Fasilitas Lengkap untuk Kembangkan Startup Daerah,https://minews.id/news/bin-inisiasi-amanah-dengan-fasilitas-lengkap-untuk-kembangkan-startup-daerah,minews.id,2024-07-27,low,32,startup Aceh,Aulia,,0.0,needs_review,neutral,1,1,auto,
378,"Gedung multifungsi dalam program unggulan dan strategis inisiasi BIN tersebut menurut Ketua Pengembangan Bisnis Universitas Syiah Kuala (USK), Syaifullah Muhammad dapat terus meningkatkan kemampuan para generasi muda pada berbagai bidang termasuk dari segi kreatif, riset dan teknologi, kewirausahaan, industri kreatif, pendidikan, literasi, budaya dan juga bahasa.",BIN Inisiasi AMANAH dengan Fasilitas Lengkap untuk Kembangkan Startup Daerah,https://minews.id/news/bin-inisiasi-amanah-dengan-fasilitas-lengkap-untuk-kembangkan-startup-daerah,minews.id,2024-07-27,high,46,startup Aceh,Aulia,,4.0,needs_review,positive,4,0,auto,
417,"ACEHTREND.COM, Jakarta - Bepahkupi Startup yang fokus terhadap tanaman Kopi dan kesejahteraan petani kopi di Gayo, Aceh Tengah lolos untuk berkompetisi di ajang Kompetisi Startup Internasional mewakili Indonesia di Volkswagen Arena, Instanbul, Turki pada 14-16 April 2020 mendatang.",Bepahkupi Startup Kopi Gayo Wakili Indonesia di Kompetisi Startup Global di Turki,https://www.acehtrend.com/news/bepahkupi-startup-kopi-gayo-wakili-indonesia-di-kompetisi-startup-global-di-turki/index.html,acehtrend.com,"Tue, 10 Mar 2020 07:00:00 GMT",high,38,startup Aceh,Aulia,,0.0,needs_review,neutral,0,0,auto,
419,"Managing Partner Startup Turkey, Elif, mengatakan mereka menerima 160.916 startup yang mendaftar dari 166 negara.",Bepahkupi Startup Kopi Gayo Wakili Indonesia di Kompetisi Startup Global di Turki,https://www.acehtrend.com/news/bepahkupi-startup-kopi-gayo-wakili-indonesia-di-kompetisi-startup-global-di-turki/index.html,acehtrend.com,"Tue, 10 Mar 2020 07:00:00 GMT",low,15,startup Aceh,Aulia,,0.0,needs_review,neutral,0,0,auto,
421,"Sementara itu, CEO Etohum, Burak Buyukdemir, mengatakan Bepahkupi adalah startup yang terpilih dan mereka berharap melihat Bepahkupi di Arena Kompetisi Startup Instanbul dan mengepakkan sayapnya di pangung startup global.",Bepahkupi Startup Kopi Gayo Wakili Indonesia di Kompetisi Startup Global di Turki,https://www.acehtrend.com/news/bepahkupi-startup-kopi-gayo-wakili-indonesia-di-kompetisi-startup-global-di-turki/index.html,acehtrend.com,"Tue, 10 Mar 2020 07:00:00 GMT",low,29,startup Aceh,Aulia,,0.0,needs_review,neutral,0,0,auto,
424,"CEO Bepahkupi, Maulana Wiga, berharap terpilihnya Bepahkupi sebagai perwakilan Indonesia untuk berkompetisi melawan top 100 startup dari 100 negara mampu membawa nama baik Indonesia dan Aceh, serta memamerkan salah satu kopi terbaik dunia yaitu kopi Gayo di panggung internasional.",Bepahkupi Startup Kopi Gayo Wakili Indonesia di Kompetisi Startup Global di Turki,https://www.acehtrend.com/news/bepahkupi-startup-kopi-gayo-wakili-indonesia-di-kompetisi-startup-global-di-turki/index.html,acehtrend.com,"Tue, 10 Mar 2020 07:00:00 GMT",high,39,startup Aceh,Aulia,,1.0,needs_review,neutral,1,0,auto,
549,"Jadi Kominfo memberikan dukungan cukup besar dalam pembentukan markas ini. Kita mulai di Jakarta di gedung Midpoint yang kita dedikasikan untuk markas. Lalu dikembangkan juga di Surabaya dan ketiga di Aceh, Kata Nezar Patria, di Kuala Village Resto Banda Aceh, Kamis, 28 Maret 2024.",Wamenkominfo Launching Markas Startup Digital di Aceh,https://www.ajnn.net/news/wamenkominfo-launching-markas-startup-digital-di-aceh/index.html,ajnn.net,"Thu, 28 Mar 2024 07:00:00 GMT",high,44,startup Aceh,Aulia,,2.0,needs_review,neutral,1,0,auto,
551,"Nah, karena itu kita menyediakan sejumlah program di markas ini. Pertama kita buat sejumlah kelas. Nantinya tentang bagaimana untuk mengelola usaha rintisan atau startup, ucapnya.",Wamenkominfo Launching Markas Startup Digital di Aceh,https://www.ajnn.net/news/wamenkominfo-launching-markas-startup-digital-di-aceh/index.html,ajnn.net,"Thu, 28 Mar 2024 07:00:00 GMT",medium,25,startup Aceh,Aulia,,0.0,needs_review,neutral,0,0,auto,
552,"Kominfo, kata Nezar, juga memberikan beasiswa berupa digital talent scholarship untuk mendalami, memberikan dan membagi pengalaman dalam satu forum-forum akademik.",Wamenkominfo Launching Markas Startup Digital di Aceh,https://www.ajnn.net/news/wamenkominfo-launching-markas-startup-digital-di-aceh/index.html,ajnn.net,"Thu, 28 Mar 2024 07:00:00 GMT",medium,20,startup Aceh,Aulia,,2.0,needs_review,neutral,0,0,auto,
553,"Digital talent scholarship ini ada program jangka panjang, ada jangka pendek, bahkan juga bisa sampai program master, selain yang short course, ucapnya.",Wamenkominfo Launching Markas Startup Digital di Aceh,https://www.ajnn.net/news/wamenkominfo-launching-markas-startup-digital-di-aceh/index.html,ajnn.net,"Thu, 28 Mar 2024 07:00:00 GMT",medium,22,startup Aceh,Aulia,,2.0,needs_review,neutral,0,0,auto,
555,"Jika usaha rintisan sudah maju, kata Nezar, maka para pimpinan atau CEO dapat ikut dalam program digital leadership academy atau kepemimpinan digital, agar para pimpinan-pimpinan, organisasi, perusahaan, lembaga bisa mempunyai wawasan digital.",Wamenkominfo Launching Markas Startup Digital di Aceh,https://www.ajnn.net/news/wamenkominfo-launching-markas-startup-digital-di-aceh/index.html,ajnn.net,"Thu, 28 Mar 2024 07:00:00 GMT",medium,32,startup Aceh,Aulia,,2.0,needs_review,neutral,0,0,auto,
558,"Diharapkan dengan adanya markas ini segala macam permasalahan dapat diatasi. Menjadi wadah berbincang, mengadu, berbagi dan lainnya.",Wamenkominfo Launching Markas Startup Digital di Aceh,https://www.ajnn.net/news/wamenkominfo-launching-markas-startup-digital-di-aceh/index.html,ajnn.net,"Thu, 28 Mar 2024 07:00:00 GMT",medium,17,startup Aceh,Aulia,,0.0,needs_review,neutral,0,1,auto,
560,"Liputan6.com, Jakarta - Aneuk Muda Aceh Unggul dan Hebat (AMANAH) bersama Markas Aceh berkolaborasi untuk memilih 12 tim mengikuti private class program Aceh Digital Innovation and Creativity Techfest (ADICT).",Amanah dan Markas Aceh Kembangkan 12 Startup Lokal dengan ADICT,https://www.liputan6.com/news/read/5649399/amanah-dan-markas-aceh-kembangkan-12-startup-lokal-dengan-adict,liputan6.com,2024-07-20,high,29,startup Aceh,Aulia,,2.0,needs_review,positive,2,0,auto,
561,"Mentor dari ADICT, Muammar Khadafi mengatakan kelas diwali dengan pengenalam masing-masing tim beserta produk layanannya. Menurut dia, startup memiliki potensi di Aceh ini. Maka dari itu, ADICT mencoba untuj mengembangkan ekosistem mereka.",Amanah dan Markas Aceh Kembangkan 12 Startup Lokal dengan ADICT,https://www.liputan6.com/news/read/5649399/amanah-dan-markas-aceh-kembangkan-12-startup-lokal-dengan-adict,liputan6.com,2024-07-20,high,32,startup Aceh,Aulia,,4.0,needs_review,neutral,1,0,auto,
562,"Jadi, ketika mereka punya ide itu mereka juga punya wadah, ujar Muammar melalui siaran pers, Sabtu (20/7/2024).",Amanah dan Markas Aceh Kembangkan 12 Startup Lokal dengan ADICT,https://www.liputan6.com/news/read/5649399/amanah-dan-markas-aceh-kembangkan-12-startup-lokal-dengan-adict,liputan6.com,2024-07-20,medium,17,startup Aceh,Aulia,,0.0,needs_review,neutral,0,0,auto,
563,"Menurut Muammar, perkembangan startup di Aceh belum signifikan karena terkendala berbagai hal. Dia meyakini, melalui ADICT nantinya para peserta akan mendapatkan pendampingan untuk mengatasi kendala-kendala tersebut.",Amanah dan Markas Aceh Kembangkan 12 Startup Lokal dengan ADICT,https://www.liputan6.com/news/read/5649399/amanah-dan-markas-aceh-kembangkan-12-startup-lokal-dengan-adict,liputan6.com,2024-07-20,high,26,startup Aceh,Aulia,,0.0,needs_review,neutral,1,1,auto,
564,SERAMBINEWS.COM- Kisah kelam dan bangkit dari keterpurukan yang dialami salah seorang co-founder perusahaan rintisan (startup) asal Banda Aceh satu ini layak disebut menginspirasi.,"Kisah Firman, Co-Founder Startup Asal Aceh Raih Omzet Miliaran, Dulu Hampir Tewas Diterjang Tsunami",https://aceh.tribunnews.com/2022/07/15/kisah-firman-co-founder-startup-asal-aceh-raih-omzet-miliaran-dulu-hampir-tewas-diterjang-tsunami?page=all,aceh.tribunnews.com,"Fri, 15 Jul 2022 07:00:00 GMT",high,23,startup Aceh,Aulia,,0.0,needs_review,neutral,0,0,auto,
565,Pria yang kini punya perusahaan dengan omzet miliaran per bulan di Jakarta itu pernah mengalami cerita pahit dan memilukan pada Desember 2004 lalu.,"Kisah Firman, Co-Founder Startup Asal Aceh Raih Omzet Miliaran, Dulu Hampir Tewas Diterjang Tsunami",https://aceh.tribunnews.com/2022/07/15/kisah-firman-co-founder-startup-asal-aceh-raih-omzet-miliaran-dulu-hampir-tewas-diterjang-tsunami?page=all,aceh.tribunnews.com,"Fri, 15 Jul 2022 07:00:00 GMT",medium,23,startup Aceh,Aulia,,2.0,needs_review,neutral,0,0,auto,
566,Ia harus kehilangan orang tua dan keluarga tersayangnya dalam musibah terjangan ganas ombaktsunamiyang meluluhlantakkan Aceh jelang dua dekade silam.,"Kisah Firman, Co-Founder Startup Asal Aceh Raih Omzet Miliaran, Dulu Hampir Tewas Diterjang Tsunami",https://aceh.tribunnews.com/2022/07/15/kisah-firman-co-founder-startup-asal-aceh-raih-omzet-miliaran-dulu-hampir-tewas-diterjang-tsunami?page=all,aceh.tribunnews.com,"Fri, 15 Jul 2022 07:00:00 GMT",high,19,startup Aceh,Aulia,,0.0,needs_review,neutral,0,0,auto,
567,"AdalahFirmansyah Asnawi (33), pria asal Banda Aceh yang kini jadi Co-Founder sekaligus COOPT Amanah Karya IndonesiadanPT Bisatopup Teknologi Indonesia.","Kisah Firman, Co-Founder Startup Asal Aceh Raih Omzet Miliaran, Dulu Hampir Tewas Diterjang Tsunami",https://aceh.tribunnews.com/2022/07/15/kisah-firman-co-founder-startup-asal-aceh-raih-omzet-miliaran-dulu-hampir-tewas-diterjang-tsunami?page=all,aceh.tribunnews.com,"Fri, 15 Jul 2022 07:00:00 GMT",high,19,startup Aceh,Aulia,,1.0,needs_review,neutral,0,0,auto,
569,"PerusahaanPT Amanah Karya Indonesiayang selanjutnya disebut Amanah Corp, bergerak di bidang software house atau pengembangan aplikasi.","Kisah Firman, Co-Founder Startup Asal Aceh Raih Omzet Miliaran, Dulu Hampir Tewas Diterjang Tsunami",https://aceh.tribunnews.com/2022/07/15/kisah-firman-co-founder-startup-asal-aceh-raih-omzet-miliaran-dulu-hampir-tewas-diterjang-tsunami?page=all,aceh.tribunnews.com,"Fri, 15 Jul 2022 07:00:00 GMT",medium,16,startup Aceh,Aulia,,2.0,needs_review,neutral,1,0,auto,
570,"Salah satu produk sekaligus anak usahanya yakni Bisatopup, sebuah aplikasi dengan sejumlah fitur pembayaran.","Kisah Firman, Co-Founder Startup Asal Aceh Raih Omzet Miliaran, Dulu Hampir Tewas Diterjang Tsunami",https://aceh.tribunnews.com/2022/07/15/kisah-firman-co-founder-startup-asal-aceh-raih-omzet-miliaran-dulu-hampir-tewas-diterjang-tsunami?page=all,aceh.tribunnews.com,"Fri, 15 Jul 2022 07:00:00 GMT",medium,14,startup Aceh,Aulia,,2.0,needs_review,neutral,0,0,auto,
571,"Fitur pembayaran melalui Bisatopup seperti pulsa, tagihan listrik, air hingga internet rumahan dan sebagainya.","Kisah Firman, Co-Founder Startup Asal Aceh Raih Omzet Miliaran, Dulu Hampir Tewas Diterjang Tsunami",https://aceh.tribunnews.com/2022/07/15/kisah-firman-co-founder-startup-asal-aceh-raih-omzet-miliaran-dulu-hampir-tewas-diterjang-tsunami?page=all,aceh.tribunnews.com,"Fri, 15 Jul 2022 07:00:00 GMT",medium,14,startup Aceh,Aulia,,2.0,needs_review,neutral,0,0,auto,
572,"Firman tak sendiri, ia bersama seorang temannya lainnya yakni Muammar Khadafi sebagai Founder sekaligus CEO Amanah Corp.","Kisah Firman, Co-Founder Startup Asal Aceh Raih Omzet Miliaran, Dulu Hampir Tewas Diterjang Tsunami",https://aceh.tribunnews.com/2022/07/15/kisah-firman-co-founder-startup-asal-aceh-raih-omzet-miliaran-dulu-hampir-tewas-diterjang-tsunami?page=all,aceh.tribunnews.com,"Fri, 15 Jul 2022 07:00:00 GMT",medium,17,startup Aceh,Aulia,,0.0,needs_review,neutral,0,0,auto,
